mca_preliminary_rank,company_name,latest_financial_year,total_wash_spend_crore,total_water_spend_crore,total_sanitation_spend_crore,states,nse_annual_report_status,bse_disclosure_status,csr_policy_status,brsr_status,latest_document_year,document_url,retrieved_on,ai_analysis_status
484,BAYER SCIENCE AND INNOVATION PRIVATE LIMITED,FY2024-25,1.4465,1.4465,0.0,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
485,GLOBAL COAL AND MINING PRIVATE LIMITED,FY2023-24,0.3926445,0.3344258,0.0582187,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
486,MS SOLVEX PRIVATE LIMITED,FY2024-25,0.43472268,0.43472268,0.0,Madhya Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
487,THE TATA POWER COMPANY LIMITED,FY2019-20,2.09,1.74,0.35,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
488,RAMKY INFRASTRUCTURE LIMITED,FY2023-24,0.6819999999999999,0.382,0.3,"Andhra Pradesh, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
489,REGENCY NIRMAN LIMITED,FY2024-25,0.2075,0.2075,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
490,GE INDIA INDUSTRIAL PRIVATE LIMITED,FY2023-24,1.05,1.05,0.0,"Andhra Pradesh, Karnataka",PENDING,PENDING,PENDING,PENDING,,,,PENDING
491,GROB MACHINE TOOLS (INDIA) PRIVATE LIMITED,FY2024-25,0.4262298,0.4262298,0.0,Andhra Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
492,Housing Development Finance Corporation Limited,FY2016-17,36.43,23.82,12.61,Pan India,PENDING,PENDING,PENDING,PENDING,,,,PENDING
493,WESTBURY HOSPITALITY PRIVATE LIMITED,FY2024-25,0.6836967569999999,0.6836967569999999,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
494,WOCKHARDT LIMITED,FY2018-19,5.609999999999999,0.27,5.34,"Maharashtra, Pan India, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
495,SAINT-GOBAIN INDIA PRIVATE LIMITED,FY2021-22,5.862,5.862,0.0,"Andhra Pradesh, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
496,Central Coalfields Limited,FY2016-17,45.23,9.97,35.26,"Jharkhand, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
497,CLEAN MAX ENVIRO ENERGY SOLUTIONS LIMITED,FY2024-25,1.3174972,1.3174972,0.0,"Gujarat, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
498,AUTOGEN INDIA PRIVATE LIMITED,FY2024-25,0.67406,0.67406,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
499,L&T GEOSTRUCTURE PRIVATE LIMITED,FY2024-25,0.4542973,0.3214057,0.1328916,"Assam, Gujarat, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
500,INDUS COFFEE PRIVATE LIMITED,FY2024-25,0.6579881999999999,0.6579881999999999,0.0,Andhra Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
